Airline_ID,Airline_Name,Flight_Number,Departure_Date,Arrival_Date,Departure_Time,Arrival_Time,Booking_Code,Passenger_Name,Seat_Number,Class,Fare,Extras,Loyalty_Points,Status,Gate,Terminal,Baggage_Claim,Duration_Hours,Layovers,Layover_Locations,Aircraft_Type,Pilot,Cabin_Crew,Inflight_Entertainment,Meal_Option,WiFi,Window_Seat,Aisle_Seat,Emergency_Exit_Row,Number_Of_Stops,Reward_Program_Member
1,American Airline,3134,2023-02-08 06:32:47,2023-08-29 19:20:51,18:54:39,15:28:21,BHIQ,Name_XVOMN,SeatPLV,First,768.92,Extra Baggage,2647,Confirmed,GateTN,C,ClaimTAG,11.3,2,LOCFBK,TypeUWM,Pilot_GHUA,Crew_LMPC,No,Vegetarian,Available,False,False,True,0,No
1,American Airline,3743,2023-02-01 11:05:55,2023-10-19 02:49:42,20:04:51,13:12:58,BPZV,Name_QOLSC,SeatILP,Business,912.01,No Extras,0,Cancelled,GatePL,D,ClaimQDT,4.92,1,LOCRIR,TypeEDN,Pilot_WERJ,Crew_LRIM,No,Vegetarian,Not Available,True,True,False,2,Yes
1,American Airline,8874,2023-10-06 22:15:23,2023-10-29 05:24:06,10:57:03,04:50:26,BKFY,Name_IKPTL,SeatMRZ,First,730.41,No Extras,0,Confirmed,GateYA,B,ClaimFKL,4.57,0,LOCQNV,TypeBKI,Pilot_NWKV,Crew_BZSD,Yes,No Meal,Not Available,True,False,False,2,Yes
1,American Airline,2146,2023-05-20 18:24:49,2023-12-09 17:59:58,18:24:46,11:48:20,BQXW,Name_INQQR,SeatJAG,Business,502.35,No Extras,0,Confirmed,GateWG,B,ClaimDFD,2.12,1,LOCHCU,TypeCIX,Pilot_WICP,Crew_BUXZ,Yes,Vegetarian,Available,False,False,True,0,No
1,American Airline,5326,2023-01-01 20:07:25,2023-09-24 12:11:57,01:33:14,19:57:24,BAGP,Name_KTSQW,SeatKZA,Business,563.88,No Extras,1993,Cancelled,GateKD,A,ClaimVUG,1.92,0,LOCKFN,TypeVEM,Pilot_ZHYF,Crew_UEUZ,Yes,Non-Vegetarian,Available,True,True,False,1,No
1,American Airline,6161,2023-04-29 06:51:21,2023-10-30 13:17:03,04:01:37,00:10:08,BGRU,Name_WAHPP,SeatNQM,Economy,162.59,Extra Baggage,0,Confirmed,GateZP,B,ClaimWHM,7.84,0,LOCMBG,TypeKLP,Pilot_MQPG,Crew_VOBD,Yes,No Meal,Available,False,False,True,1,No
1,American Airline,1623,2023-01-22 16:18:46,2023-01-31 09:03:53,13:58:58,15:54:37,BSLT,Name_UDGJM,SeatXZL,Business,807.8,No Extras,0,Cancelled,GateEP,B,ClaimUMO,10.5,0,LOCUFH,TypeFWU,Pilot_WCIC,Crew_LQCH,Yes,Vegetarian,Not Available,True,True,False,1,Yes
1,American Airline,1553,2023-01-17 20:51:32,2023-05-02 02:01:12,21:24:56,17:26:06,BRHH,Name_SIUIJ,SeatBGB,Business,392.84,Meal,0,Pending,GateAA,B,ClaimHQJ,11.03,1,LOCOPV,TypeBYM,Pilot_TZYD,Crew_YKXT,Yes,Non-Vegetarian,Available,True,True,False,2,No
1,American Airline,7993,2023-05-19 15:57:46,2023-10-05 06:06:02,04:52:48,23:21:35,BLMZ,Name_EGQBD,SeatKZP,Economy,569.89,Meal,2849,Cancelled,GateVL,C,ClaimMWU,6.4,2,LOCAYY,TypeKZH,Pilot_FRQG,Crew_UIHY,No,No Meal,Not Available,True,False,False,2,Yes
1,American Airline,8814,2023-01-16 06:21:06,2023-03-13 17:02:38,07:52:44,23:03:14,BGMK,Name_NLPPI,SeatSVX,Business,868.88,No Extras,0,Confirmed,GateJM,C,ClaimVCF,4.64,2,LOCDIC,TypeYIT,Pilot_ACFV,Crew_BVUD,No,Non-Vegetarian,Not Available,False,False,True,1,Yes
1,American Airline,4500,2023-04-24 08:45:09,2023-12-17 21:31:45,01:55:38,04:34:39,BFWG,Name_ADDCR,SeatLFM,Business,592.47,Meal,0,Confirmed,GateEJ,B,ClaimNFG,6.4,0,LOCTBX,TypeQRR,Pilot_JBMR,Crew_VFIM,Yes,Vegetarian,Not Available,False,False,True,1,No
1,American Airline,3753,2023-01-03 09:24:51,2023-01-06 02:37:25,06:12:51,06:29:59,BNCC,Name_XGCDN,SeatHIL,Economy,585.96,Extra Baggage,0,Confirmed,GateJR,D,ClaimYOT,4.93,1,LOCLMT,TypeISJ,Pilot_LQJJ,Crew_NRWB,No,Non-Vegetarian,Not Available,False,True,True,0,No
1,American Airline,3953,2023-01-16 07:33:33,2023-05-29 00:13:01,21:06:47,06:28:47,BZFX,Name_VRFNU,SeatWRN,Economy,130.27,No Extras,0,Cancelled,GateOO,C,ClaimAVZ,1.65,0,LOCSNA,TypeXOB,Pilot_PXVQ,Crew_VHMD,No,Vegan,Not Available,True,True,True,2,No
1,American Airline,2305,2023-09-25 02:29:06,2023-10-09 00:17:10,02:35:26,01:03:37,BODV,Name_SKALZ,SeatABQ,Economy,509.25,Extra Baggage,0,Pending,GateFE,A,ClaimLAI,10.64,1,LOCULS,TypeVSB,Pilot_GZXZ,Crew_YDWJ,No,No Meal,Not Available,True,False,False,1,Yes
1,American Airline,4481,2023-12-02 08:10:06,2023-12-14 15:56:35,23:54:07,00:03:54,BYSX,Name_OOREZ,SeatMFH,Business,511.98,Meal,0,Cancelled,GateFU,B,ClaimGLW,5.16,1,LOCBRZ,TypeOSL,Pilot_GFRE,Crew_EWUT,No,Non-Vegetarian,Not Available,True,True,True,2,Yes
1,American Airline,6527,2023-03-13 01:59:16,2023-11-15 01:04:36,23:54:57,06:12:17,BUXF,Name_SVTQS,SeatOPQ,Business,796.38,Meal,4334,Confirmed,GateOW,D,ClaimAAU,11.72,2,LOCMQC,TypeKJG,Pilot_PPJW,Crew_CBXI,No,Vegan,Available,True,False,True,2,No
1,American Airline,9167,2023-01-19 18:18:42,2023-03-27 08:23:36,23:56:26,19:52:13,BLAK,Name_MYMZR,SeatJCH,Economy,193.56,Extra Baggage,0,Pending,GateMF,D,ClaimILT,10.48,0,LOCIWB,TypeUWH,Pilot_RMJU,Crew_QUAL,Yes,No Meal,Available,False,True,True,1,Yes
1,American Airline,5411,2023-05-20 06:26:24,2023-06-03 17:07:16,06:05:27,12:11:00,BTDK,Name_CUVCH,SeatAET,Economy,258.83,No Extras,0,Confirmed,GateRW,C,ClaimYZA,5.01,1,LOCWIQ,TypeTXN,Pilot_VXXB,Crew_GGQG,Yes,No Meal,Not Available,False,False,False,1,No
1,American Airline,4948,2023-02-04 02:26:11,2023-03-23 15:49:14,10:17:48,22:38:33,BVQM,Name_VYOKP,SeatFII,First,405.47,No Extras,0,Confirmed,GateQT,C,ClaimISC,3.65,1,LOCVEQ,TypeOTP,Pilot_FKVO,Crew_TOJP,Yes,Vegan,Not Available,False,False,False,2,No
1,American Airline,8354,2023-01-16 07:16:08,2023-04-23 04:06:33,11:52:07,09:10:20,BMND,Name_ANXFA,SeatEXI,First,902.98,Extra Baggage,160,Cancelled,GateKQ,C,ClaimYKC,3.95,0,LOCQGJ,TypeBPV,Pilot_VHMN,Crew_OVFH,Yes,Vegetarian,Not Available,False,False,True,1,Yes
1,American Airline,2169,2023-02-02 11:17:21,2023-05-31 10:15:43,04:23:03,16:49:47,BPIH,Name_DZNVB,SeatXJG,Economy,107.85,No Extras,1308,Cancelled,GateSM,B,ClaimBDY,3.01,2,LOCEPV,TypeCWA,Pilot_IJIT,Crew_ZHAE,No,Non-Vegetarian,Not Available,True,False,True,0,No
1,American Airline,5842,2023-06-13 06:29:46,2023-09-24 13:00:27,17:17:28,18:27:32,BBYV,Name_NVAQZ,SeatONZ,Business,569.42,Extra Baggage,2408,Pending,GateBG,A,ClaimBFO,4.39,2,LOCTEN,TypeIBA,Pilot_WJGC,Crew_OXBK,Yes,Vegan,Available,False,False,False,0,Yes
1,American Airline,7168,2023-02-02 18:52:16,2023-07-03 08:51:19,01:04:36,10:52:08,BPAN,Name_ZEPZS,SeatXVG,Economy,756.23,No Extras,0,Pending,GateJQ,D,ClaimSUE,7.05,0,LOCPIS,TypeVUF,Pilot_ORDT,Crew_JUXU,Yes,Vegetarian,Not Available,True,True,False,2,No
1,American Airline,5392,2023-02-26 03:39:07,2023-10-14 12:01:53,12:59:42,04:39:09,BJSD,Name_GDNPA,SeatYXA,First,68.67,Meal,0,Pending,GateZX,A,ClaimBEX,2.02,0,LOCAVC,TypeRPM,Pilot_UCVN,Crew_YZKL,Yes,Vegetarian,Available,False,False,True,0,Yes
1,American Airline,2627,2023-06-19 03:36:44,2023-09-18 08:51:06,14:21:43,18:20:18,BZVO,Name_VHCQY,SeatPTK,First,311.66,Extra Baggage,0,Confirmed,GateMV,B,ClaimXTR,5.84,1,LOCBGA,TypeMLK,Pilot_BKHF,Crew_FANJ,No,Vegetarian,Available,True,True,True,0,No
1,American Airline,4477,2023-09-02 22:06:52,2023-09-14 05:37:45,01:34:02,13:39:17,BRDO,Name_ZMAMD,SeatPQQ,Economy,178.65,Meal,0,Pending,GateEK,C,ClaimRZT,5.52,2,LOCYKF,TypeJDU,Pilot_JJVV,Crew_DXNX,Yes,No Meal,Available,False,False,False,2,No
1,American Airline,1419,2023-01-14 11:30:08,2023-12-18 01:09:51,11:39:21,05:06:41,BEBN,Name_BOUNE,SeatIWG,First,236.19,Extra Baggage,0,Cancelled,GateDS,B,ClaimZDI,5.66,2,LOCWQO,TypeAUN,Pilot_DBVC,Crew_PLEE,No,Vegetarian,Available,True,False,False,2,No
1,American Airline,7104,2023-10-21 07:57:00,2023-12-21 19:04:37,14:47:37,04:01:41,BXFD,Name_IMBRG,SeatXOZ,First,912.16,Meal,0,Pending,GateRF,A,ClaimTSU,8.39,0,LOCRKH,TypeGQU,Pilot_WXZW,Crew_SHIA,No,Non-Vegetarian,Not Available,False,False,False,2,Yes
1,American Airline,1614,2023-01-02 12:31:00,2023-04-18 22:13:25,18:08:05,08:52:46,BHUX,Name_PKQMY,SeatQSB,Economy,282.95,Extra Baggage,0,Confirmed,GateOS,C,ClaimMML,11.85,1,LOCGPU,TypeNRG,Pilot_IXWK,Crew_ZXTK,Yes,Vegetarian,Not Available,True,False,False,1,No
1,American Airline,9346,2023-03-02 14:36:14,2023-07-05 01:16:45,21:48:05,15:00:53,BDNC,Name_YYAKP,SeatZUF,Economy,139.27,Extra Baggage,2048,Confirmed,GateII,B,ClaimJCW,7.48,0,LOCAYA,TypeHUZ,Pilot_YSTO,Crew_RNYH,Yes,No Meal,Available,True,False,True,0,Yes
1,American Airline,9907,2023-02-16 09:35:19,2023-04-13 18:06:03,12:40:06,19:14:14,BIFB,Name_NVDWV,SeatLCV,Economy,948.94,Meal,2203,Cancelled,GateEW,B,ClaimPLP,11.52,2,LOCXDJ,TypeXVJ,Pilot_PDAN,Crew_AEZB,No,Vegan,Available,False,True,False,1,No
1,American Airline,5102,2023-05-30 12:25:58,2023-10-15 16:36:20,07:28:24,23:50:24,BYAS,Name_LTYAI,SeatPHQ,First,465.02,No Extras,0,Pending,GateCN,D,ClaimKYL,8.31,1,LOCPYN,TypeCMI,Pilot_FMIQ,Crew_PQQL,Yes,Vegetarian,Available,True,True,False,1,No
1,American Airline,6234,2023-07-27 18:40:22,2023-08-25 08:12:49,20:40:04,13:57:08,BOLA,Name_OFQEJ,SeatBFY,Economy,712.92,Extra Baggage,1602,Pending,GateCS,B,ClaimPNV,6.71,0,LOCFHI,TypeZBX,Pilot_YYZS,Crew_PJKQ,Yes,Non-Vegetarian,Not Available,True,False,True,0,Yes
1,American Airline,7144,2023-01-31 02:14:38,2023-02-09 07:18:28,22:34:45,13:39:20,BMQQ,Name_OERFK,SeatLYZ,First,112.69,No Extras,0,Confirmed,GateVX,D,ClaimPYR,4.54,0,LOCRZT,TypeWZL,Pilot_VCIT,Crew_VJRJ,Yes,Vegan,Not Available,False,False,False,1,Yes
1,American Airline,4756,2023-03-11 03:51:55,2023-08-24 07:46:40,07:37:52,03:35:21,BIOA,Name_UNZVE,SeatSYF,First,866.81,Meal,0,Cancelled,GateJC,C,ClaimTCW,3.74,0,LOCNDN,TypeRHY,Pilot_JFXN,Crew_JODU,Yes,Vegetarian,Available,True,True,False,0,Yes
1,American Airline,6529,2023-01-06 12:47:58,2023-06-29 22:28:53,07:14:42,16:01:09,BRRS,Name_YHZZB,SeatVEE,Economy,739.63,No Extras,0,Pending,GateLL,A,ClaimJUP,2.63,2,LOCYDB,TypeAEV,Pilot_TBRM,Crew_TTRY,No,Vegetarian,Not Available,False,True,False,0,No
1,American Airline,1125,2023-05-28 05:30:27,2023-10-17 19:57:18,03:08:31,01:17:51,BXQU,Name_WBLRP,SeatKMO,Economy,467.05,Extra Baggage,0,Confirmed,GateOO,D,ClaimKIR,5.97,2,LOCLKV,TypeTBR,Pilot_JFLP,Crew_JWGR,Yes,No Meal,Available,False,False,True,2,No
1,American Airline,2241,2023-03-20 12:54:37,2023-10-17 17:42:54,01:05:36,18:22:47,BURX,Name_SRJJD,SeatTMZ,Business,356.91,No Extras,0,Cancelled,GateJE,A,ClaimEWG,4.7,0,LOCAOR,TypeZQI,Pilot_EYOT,Crew_QTSZ,Yes,No Meal,Not Available,True,False,False,1,Yes
1,American Airline,4672,2023-02-26 09:46:02,2023-12-27 22:58:39,23:58:25,03:18:22,BESJ,Name_QZADF,SeatFAW,Economy,917.03,Extra Baggage,2453,Confirmed,GateIN,A,ClaimPIC,2.61,2,LOCEJW,TypeHFA,Pilot_FAIS,Crew_CGUO,No,Non-Vegetarian,Available,False,False,True,1,No
1,American Airline,2229,2023-08-30 06:24:01,2023-09-28 05:10:21,20:07:13,03:53:46,BDQL,Name_PUVUV,SeatDKD,First,225.65,No Extras,0,Cancelled,GateHQ,B,ClaimJWJ,5.09,1,LOCKZT,TypePFL,Pilot_VRNC,Crew_ORNA,No,Vegetarian,Not Available,False,True,False,2,Yes
1,American Airline,1018,2023-01-25 09:09:43,2023-12-13 17:23:21,22:30:46,17:56:07,BVUB,Name_XXERK,SeatZLG,Business,748.86,No Extras,0,Cancelled,GateKY,B,ClaimNHX,8.48,0,LOCKVC,TypeBXZ,Pilot_UDVP,Crew_QOPN,No,Non-Vegetarian,Not Available,False,False,False,2,Yes
1,American Airline,2159,2023-03-05 04:56:44,2023-06-13 16:32:53,06:20:39,15:20:55,BTMJ,Name_XOVSY,SeatZCI,Economy,539.54,Extra Baggage,2384,Pending,GateCE,D,ClaimCZL,2.04,1,LOCXOA,TypeHIR,Pilot_RXPU,Crew_RQHS,No,Vegan,Available,True,True,True,0,No
1,American Airline,8056,2023-02-08 20:16:57,2023-08-07 05:01:43,01:43:22,05:58:07,BAXP,Name_OYOXR,SeatUQI,Economy,221.73,Extra Baggage,0,Confirmed,GateKZ,D,ClaimAHP,4.41,2,LOCCDE,TypeQXT,Pilot_KIXI,Crew_GZLF,Yes,Vegan,Not Available,False,False,False,2,Yes
1,American Airline,9177,2023-04-17 16:57:21,2023-08-24 00:07:27,16:41:38,06:19:17,BMZH,Name_FMZZB,SeatMDV,Economy,251.49,Extra Baggage,0,Pending,GateEI,D,ClaimPPJ,4.38,2,LOCOZQ,TypeXOS,Pilot_EYBY,Crew_HXMU,No,Non-Vegetarian,Available,True,False,True,1,No
1,American Airline,8003,2023-07-10 19:13:27,2023-12-09 08:58:57,22:18:28,04:51:31,BMXA,Name_RHANI,SeatLAC,Business,512.04,Meal,3506,Pending,GateJC,D,ClaimSUE,8.83,0,LOCAEC,TypeOOX,Pilot_PIGP,Crew_SQEN,Yes,Non-Vegetarian,Not Available,True,True,True,2,No
1,American Airline,7549,2023-04-01 16:21:04,2023-12-24 18:47:46,00:02:43,13:36:17,BJNT,Name_COUSS,SeatYCN,Economy,571.45,Extra Baggage,0,Pending,GateQZ,B,ClaimPCK,1.53,0,LOCDOR,TypeJOC,Pilot_EBSJ,Crew_BVPZ,Yes,Vegetarian,Not Available,True,True,False,2,No
1,American Airline,6725,2023-07-21 02:08:16,2023-11-11 07:00:58,14:09:11,05:58:54,BXFL,Name_MZOPP,SeatQKN,Business,999.34,No Extras,0,Cancelled,GateBK,A,ClaimDGG,11.84,1,LOCUHB,TypeAVJ,Pilot_JSAO,Crew_EASR,Yes,Vegetarian,Not Available,True,False,True,1,Yes
1,American Airline,6489,2023-04-23 22:59:55,2023-06-15 07:42:40,11:12:18,07:02:28,BCMX,Name_QQGIW,SeatWVG,Business,783.74,No Extras,0,Confirmed,GateJN,C,ClaimUCC,2.85,2,LOCCUP,TypeNTO,Pilot_QPRX,Crew_ATWF,Yes,Non-Vegetarian,Available,False,True,False,0,Yes
1,American Airline,4855,2023-05-24 06:40:18,2023-09-16 08:53:26,07:28:00,15:44:03,BPMF,Name_UGCWV,SeatNKA,Business,461.06,Extra Baggage,0,Confirmed,GateOD,A,ClaimBSM,9.81,0,LOCFLW,TypeIVW,Pilot_UKFN,Crew_CZRQ,Yes,No Meal,Not Available,True,False,True,2,No
1,American Airline,9464,2023-01-26 04:05:19,2023-10-20 19:23:18,17:33:31,21:27:55,BFOJ,Name_YLMPQ,SeatZZU,First,973.44,Extra Baggage,0,Pending,GateDZ,A,ClaimNTO,4.0,2,LOCGYR,TypeWLL,Pilot_JZVI,Crew_JOYG,Yes,Vegetarian,Available,False,False,True,1,No
1,American Airline,9183,2023-03-13 22:14:07,2023-08-11 14:51:00,14:43:37,15:44:58,BBUY,Name_XCSJV,SeatWCE,Economy,692.95,Extra Baggage,0,Cancelled,GateBT,D,ClaimWGJ,3.96,0,LOCYRW,TypeWZG,Pilot_ZBDN,Crew_VAIM,Yes,Vegan,Available,True,False,False,2,No
1,American Airline,4215,2023-10-29 07:53:46,2023-11-12 11:06:04,11:58:21,13:32:41,BEBW,Name_IDFDV,SeatZBN,Economy,598.45,No Extras,662,Cancelled,GateUD,D,ClaimIUN,7.66,1,LOCNHK,TypeFBO,Pilot_LSRJ,Crew_BRXC,No,Vegetarian,Not Available,False,True,False,2,No
1,American Airline,4652,2023-01-02 16:34:43,2023-01-23 07:00:48,04:36:56,19:36:53,BQRX,Name_ETLXH,SeatQMJ,First,116.86,Meal,0,Confirmed,GateYF,C,ClaimXSQ,2.78,0,LOCPQL,TypeUKC,Pilot_UCPE,Crew_XSFI,Yes,Vegetarian,Available,False,False,False,0,Yes
